DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,2.023,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.098,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,1.820,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.417,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.191,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.285,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.599,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.388,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,3.615,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4512,3.468,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.190,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.689,0.02,0.00,0.00,0.02,0
5376,2687,0,11888,5755,7132,10.739,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.871,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.849,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.467,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14384,19.491,0.02,0.00,0.02,0.02,0
10880,9728,1151,23976,14384,18415,12.404,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,11.726,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,10.778,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,24.346,0.03,0.00,0.02,0.03,0
21888,19520,2368,48396,29036,41028,31.248,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.449,0.03,0.00,0.04,0.03,0
45568,21888,2200,101140,41028,60684,45.776,0.05,0.00,0.05,0.05,0
45568,40512,5055,101140,60684,96114,62.219,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,70.761,0.02,0.05,0.07,0.07,0
102592,45567,1080,227880,96114,136727,141.559,0.14,0.00,0.14,0.14,0
102592,91200,11392,227880,136727,216508,150.583,0.11,0.03,0.15,0.14,1
0,0,0,0,0,0,170.731,0.14,0.02,0.17,0.16,0
230848,102592,11375,512820,216508,307692,254.610,0.23,0.00,0.25,0.23,0
230848,205248,25599,512820,307692,487314,343.191,0.28,0.05,0.34,0.33,1
0,0,0,0,0,0,386.007,0.28,0.08,0.38,0.36000000000000004,0
518976,230847,25508,1153260,487314,691956,549.402,0.53,0.00,0.55,0.53,0
518976,461312,57664,1153260,691956,1095571,774.527,0.70,0.06,0.77,0.76,1
0,0,0,0,0,0,737.872,0.62,0.12,0.74,0.74,0
1128320,518976,57480,2507176,1095571,1504304,1172.439,1.14,0.03,1.17,1.17,0
1128320,1003008,125311,2507176,1504304,2381971,1786.604,1.45,0.30,1.79,1.75,1
0,0,0,0,0,0,1711.856,1.38,0.31,1.71,1.69,0
2538944,1128319,30923,5641888,2381971,3385131,3423.858,3.39,0.00,3.42,3.39,0
2538944,2256896,282047,5641888,3385131,5359948,3853.032,3.30,0.56,3.85,3.86,1
0,0,0,0,0,0,3952.856,3.33,0.59,3.95,3.92,0
4577280,2538943,281998,10171776,5359948,7616867,6305.879,6.11,0.00,6.31,6.11,0
0,0,0,0,0,0,11217.959,7.75,2.83,11.22,10.58,0
4577280,4068736,1513795,10171776,7616867,10171775,44624.609,9.56,18.33,44.62,27.89,0
4577280,4577280,4577263,10171776,10171775,10171775,15707.904,11.77,2.56,15.71,14.33,0
4577280,4577279,4184064,10171776,10171775,10171775,33953.924,13.89,8.00,33.95,21.89,0
4577280,4577279,4577279,10171776,10171775,10171775,49583.971,10.59,19.16,49.58,29.75,0
4577280,4577279,4577275,10171776,10171775,10171775,71871.323,14.55,22.28,71.87,36.83,0
4577280,4577279,4577279,10171776,10171775,10171775,53822.432,10.84,16.73,53.82,27.57,0
4577280,4577279,4577279,10171776,10171775,10171775,36680.664,11.19,12.55,36.68,23.740000000000002,0
4577280,4577280,4577279,10171776,10171775,10171775,37864.044,11.16,13.81,37.86,24.97,0
4577280,4577280,4577280,10171776,10171775,10171775,28915.996,11.70,8.89,28.92,20.59,0
4577280,4577280,4577278,10171776,10171775,10171775,66394.430,13.94,28.64,66.39,42.58,0
4577280,4577279,4577276,10171776,10171775,10171775,62022.343,14.41,24.67,62.02,39.08,0
